2018-08-11 23:21:39,026 [   4818]   INFO - pl.local.NativeFileWatcherImpl - Starting file watcher: /Users/nickmarino/.gradle/caches/modules-2/files-2.1/com.jetbrains.intellij.idea/ideaIC/2018.2.1/d14ace6f562c2e562803295282a563fa37d2d243/ideaIC-2018.2.1/bin/mac/fsnotifier 
2018-08-11 23:21:39,041 [   4833]   INFO - pl.local.NativeFileWatcherImpl - Native file watcher is operational. 
2018-08-11 23:21:39,326 [   5118]   INFO - tellij.openapi.util.IconLoader - replace '/nodes/newFolder.png' with 'AllIcons.Nodes.Folder' 
2018-08-11 23:21:39,919 [   5711]   INFO - .history.utils.LocalHistoryLog - local history version mismatch (was: 0, expected: 6), rebuilding... 
2018-08-11 23:21:39,919 [   5711]   INFO - .history.utils.LocalHistoryLog - FS has been rebuild, rebuilding local history... 
2018-08-11 23:21:40,311 [   6103]   INFO - j.ide.ui.OptionsTopHitProvider - 212 ms spent to cache options in application 
2018-08-11 23:21:40,311 [   6103]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.ide.ui.OptionsTopHitProvider$Activity@44685230 
2018-08-11 23:21:40,376 [   6168]   INFO - til.net.ssl.CertificateManager - Default SSL context initialized 
2018-08-11 23:21:40,401 [   6193]   INFO - rains.ide.BuiltInServerManager - built-in server started, port 63343 
2018-08-11 23:21:40,531 [   6323]   INFO - m.intellij.ui.mac.touchbar.NST - touchbar-server isn't running, skip nst loading 
2018-08-11 23:21:40,734 [   6526]   INFO - gs.impl.UpdateCheckerComponent - channel: release 
2018-08-11 23:21:41,180 [   6972]   INFO - il.indexing.FileBasedIndexImpl - Index exts enumerated:300, number of extensions:47 
2018-08-11 23:21:41,496 [   7288]   INFO - il.indexing.FileBasedIndexImpl - Index scheduled:315 
2018-08-11 23:21:41,719 [   7511]   INFO - tellij.psi.stubs.StubIndexImpl - All stub exts enumerated:211, number of extensions:49 
2018-08-11 23:21:41,719 [   7511]   INFO - tellij.psi.stubs.StubIndexImpl - stub exts update scheduled:0 
2018-08-11 23:21:42,204 [   7996]   INFO - ij.psi.stubs.StubUpdatingIndex - Following new file types will be indexed:Properties,HTML,CLASS,JAVA,KJSM,XML,kotlin_builtins,Groovy,Kotlin 
2018-08-11 23:21:42,913 [   8705]   INFO - pl$FileIndexDataInitialization - Initialization done:1416 
2018-08-11 23:21:43,111 [   8903]   INFO - exImpl$StubIndexInitialization - Initialization done:198 
2018-08-11 23:21:43,765 [   9557]   INFO - plication.impl.ApplicationImpl - 89 application components initialized in 6965ms 
2018-08-11 23:21:43,809 [   9601]   INFO - .intellij.idea.IdeaApplication - App initialization took 10970 ms 
2018-08-11 23:21:43,810 [   9602]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.kotlin loaded 1117 classes 
2018-08-11 23:21:43,810 [   9602]   INFO - llij.ide.plugins.PluginManager - org.intellij.groovy loaded 374 classes 
2018-08-11 23:21:43,810 [   9602]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.android loaded 326 classes 
2018-08-11 23:21:43,810 [   9602]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.idea.maven loaded 64 classes 
2018-08-11 23:21:43,811 [   9603]   INFO - llij.ide.plugins.PluginManager - CVS loaded 48 classes 
2018-08-11 23:21:43,811 [   9603]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.settingsRepository loaded 34 classes 
2018-08-11 23:21:43,811 [   9603]   INFO - llij.ide.plugins.PluginManager - Git4Idea loaded 33 classes 
2018-08-11 23:21:43,811 [   9603]   INFO - llij.ide.plugins.PluginManager - com.intellij.uiDesigner loaded 31 classes 
2018-08-11 23:21:43,811 [   9603]   INFO - llij.ide.plugins.PluginManager - com.intellij.properties loaded 28 classes 
2018-08-11 23:21:43,811 [   9603]   INFO - llij.ide.plugins.PluginManager - hg4idea loaded 27 classes 
2018-08-11 23:21:43,811 [   9603]   INFO - llij.ide.plugins.PluginManager - Subversion loaded 25 classes 
2018-08-11 23:21:43,811 [   9603]   INFO - llij.ide.plugins.PluginManager - XPathView loaded 24 classes 
2018-08-11 23:21:43,811 [   9603]   INFO - llij.ide.plugins.PluginManager - com.intellij.tasks loaded 23 classes 
2018-08-11 23:21:43,811 [   9603]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.yaml loaded 20 classes 
2018-08-11 23:21:43,811 [   9603]   INFO - llij.ide.plugins.PluginManager - AntSupport loaded 18 classes 
2018-08-11 23:21:43,811 [   9603]   INFO - llij.ide.plugins.PluginManager - DevKit loaded 15 classes 
2018-08-11 23:21:43,811 [   9603]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.gradle loaded 14 classes 
2018-08-11 23:21:43,811 [   9603]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.javaFX loaded 14 classes 
2018-08-11 23:21:43,811 [   9603]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.github loaded 8 classes 
2018-08-11 23:21:43,811 [   9603]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.java.decompiler loaded 7 classes 
2018-08-11 23:21:43,811 [   9603]   INFO - llij.ide.plugins.PluginManager - com.android.tools.idea.smali loaded 5 classes 
2018-08-11 23:21:43,811 [   9603]   INFO - llij.ide.plugins.PluginManager - org.intellij.intelliLang loaded 4 classes 
2018-08-11 23:21:43,811 [   9603]   INFO - llij.ide.plugins.PluginManager - com.intellij.copyright loaded 3 classes 
2018-08-11 23:21:43,811 [   9603]   INFO - llij.ide.plugins.PluginManager - ByteCodeViewer loaded 2 classes 
2018-08-11 23:21:43,812 [   9604]   INFO - llij.ide.plugins.PluginManager - Coverage loaded 2 classes 
2018-08-11 23:21:43,812 [   9604]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.idea.eclipse loaded 2 classes 
2018-08-11 23:21:43,812 [   9604]   INFO - llij.ide.plugins.PluginManager - com.intellij.java-i18n loaded 1 classes 
2018-08-11 23:21:44,582 [  10374]   INFO - pi.util.registry.RegistryValue - Registry value 'java.completion.argument.hints' has changed to 'false" 
2018-08-11 23:21:44,582 [  10374]   INFO - pi.util.registry.RegistryValue - Registry value 'java.completion.argument.hints.internal' has changed to 'false" 
2018-08-11 23:21:44,627 [  10419]   INFO - com.intellij.ide.ui.UISettings - Loaded: fontSize=12, fontScale=1.0; restored: fontSize=12, fontScale=1.0 
2018-08-11 23:21:45,133 [  10925]   INFO - j.ide.ui.OptionsTopHitProvider - 866 ms spent on EDT to cache options in application 
2018-08-11 23:21:45,235 [  11027]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.openapi.actionSystem.impl.ActionPreloader@1a5d160c 
2018-08-11 23:21:46,706 [  12498]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.ide.ui.search.SearchableOptionPreloader@36eefd92 
2018-08-11 23:21:47,239 [  13031]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.codeInsight.completion.CompletionPreloader@3411da30 
2018-08-11 23:21:47,246 [  13038]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.ide.actions.GotoClassPresentationUpdater@21e7de60 
2018-08-11 23:21:48,744 [  14536]   INFO - ellij.project.impl.ProjectImpl - 20 project components initialized in 235 ms 
2018-08-11 23:21:57,884 [  23676]   INFO - ellij.project.impl.ProjectImpl - 159 project components initialized in 2027 ms 
2018-08-11 23:21:58,044 [  23836]   INFO - le.impl.ModuleManagerComponent - 1 module(s) loaded in 158 ms 
2018-08-11 23:21:58,109 [  23901]   INFO - j.ide.script.IdeStartupScripts - 0 startup script(s) found 
2018-08-11 23:21:58,205 [  23997]   WARN - j.ui.mac.MacMainFrameDecorator - no url bundle present. 
To use platform protocol handler to open external links specify required protocols in the mac app layout section of the build file
Example: args.urlSchemes = ["your-protocol"] will handle following links: your-protocol://open?file=file&line=line 
2018-08-11 23:21:59,205 [  24997]   INFO - ntellij.internal.IconsLoadTime - IMG load time: ide_startup=96.44ms, average=1.30ms, median=0.29ms; number of icons: 74 
2018-08-11 23:21:59,205 [  24997]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: com.intellij.util.indexing.UnindexedFilesUpdater@68568230 
2018-08-11 23:21:59,205 [  24997]   INFO - ntellij.internal.IconsLoadTime - SVG load time: ide_startup=412.02ms, average=11.14ms, median=3.67ms; number of icons: 37 
2018-08-11 23:21:59,268 [  25060]   INFO - .diagnostic.PerformanceWatcher - Pushing properties took 61ms; general responsiveness: ok; EDT responsiveness: ok 
2018-08-11 23:22:00,224 [  26016]   INFO - tartup.impl.StartupManagerImpl - OpenFilesActivity run in 1010ms under project opening modal progress 
2018-08-11 23:22:00,265 [  26057]   INFO - ge.ExternalProjectsDataStorage - Loaded external projects data in 5 millis 
2018-08-11 23:22:00,330 [  26122]   INFO - .diagnostic.PerformanceWatcher - Post-startup activities under progress took 1200ms; general responsiveness: ok; EDT responsiveness: ok 
2018-08-11 23:22:00,982 [  26774]   INFO - ntellij.internal.IconsLoadTime - IMG load time: total=122.72ms, average=1.23ms, median=0.36ms; number of icons: 100 
2018-08-11 23:22:01,314 [  27106]   INFO - tartup.impl.StartupManagerImpl - /Users/nickmarino/IdeaProjects/untitled/.idea case-sensitivity: expected=false actual=false 
2018-08-11 23:22:01,334 [  27126]   INFO - pl.projectlevelman.NewMappings - VCS Root: [] - [<Project>] 
2018-08-11 23:22:01,825 [  27617]   INFO - tor.impl.FileEditorManagerImpl - Project opening took 5993 ms 
2018-08-11 23:22:01,825 [  27617]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.kotlin loaded 1366 classes 
2018-08-11 23:22:01,825 [  27617]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.android loaded 1327 classes 
2018-08-11 23:22:01,825 [  27617]   INFO - llij.ide.plugins.PluginManager - org.intellij.groovy loaded 528 classes 
2018-08-11 23:22:01,825 [  27617]   INFO - llij.ide.plugins.PluginManager - com.intellij.uiDesigner loaded 211 classes 
2018-08-11 23:22:01,825 [  27617]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.idea.maven loaded 202 classes 
2018-08-11 23:22:01,825 [  27617]   INFO - llij.ide.plugins.PluginManager - Git4Idea loaded 115 classes 
2018-08-11 23:22:01,825 [  27617]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.debugger.streams loaded 107 classes 
2018-08-11 23:22:01,825 [  27617]   INFO - llij.ide.plugins.PluginManager - com.intellij.tasks loaded 104 classes 
2018-08-11 23:22:01,825 [  27617]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.gradle loaded 82 classes 
2018-08-11 23:22:01,825 [  27617]   INFO - llij.ide.plugins.PluginManager - CVS loaded 81 classes 
2018-08-11 23:22:01,825 [  27617]   INFO - llij.ide.plugins.PluginManager - com.intellij.properties loaded 66 classes 
2018-08-11 23:22:01,826 [  27618]   INFO - llij.ide.plugins.PluginManager - XPathView loaded 66 classes 
2018-08-11 23:22:01,826 [  27618]   INFO - llij.ide.plugins.PluginManager - Subversion loaded 61 classes 
2018-08-11 23:22:01,826 [  27618]   INFO - llij.ide.plugins.PluginManager - hg4idea loaded 46 classes 
2018-08-11 23:22:01,826 [  27618]   INFO - llij.ide.plugins.PluginManager - DevKit loaded 45 classes 
2018-08-11 23:22:01,826 [  27618]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.settingsRepository loaded 37 classes 
2018-08-11 23:22:01,826 [  27618]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.yaml loaded 29 classes 
2018-08-11 23:22:01,826 [  27618]   INFO - llij.ide.plugins.PluginManager - AntSupport loaded 29 classes 
2018-08-11 23:22:01,826 [  27618]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.javaFX loaded 24 classes 
2018-08-11 23:22:01,826 [  27618]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.github loaded 22 classes 
2018-08-11 23:22:01,826 [  27618]   INFO - llij.ide.plugins.PluginManager - Coverage loaded 18 classes 
2018-08-11 23:22:01,826 [  27618]   INFO - llij.ide.plugins.PluginManager - org.editorconfig.editorconfigjetbrains loaded 16 classes 
2018-08-11 23:22:01,826 [  27618]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.terminal loaded 11 classes 
2018-08-11 23:22:01,826 [  27618]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.idea.eclipse loaded 11 classes 
2018-08-11 23:22:01,826 [  27618]   INFO - llij.ide.plugins.PluginManager - com.intellij.java-i18n loaded 7 classes 
2018-08-11 23:22:01,826 [  27618]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.java.decompiler loaded 7 classes 
2018-08-11 23:22:01,826 [  27618]   INFO - llij.ide.plugins.PluginManager - org.intellij.intelliLang loaded 6 classes 
2018-08-11 23:22:01,827 [  27619]   INFO - llij.ide.plugins.PluginManager - com.intellij.copyright loaded 6 classes 
2018-08-11 23:22:01,827 [  27619]   INFO - llij.ide.plugins.PluginManager - TestNG-J loaded 5 classes 
2018-08-11 23:22:01,827 [  27619]   INFO - llij.ide.plugins.PluginManager - JUnit loaded 5 classes 
2018-08-11 23:22:01,827 [  27619]   INFO - llij.ide.plugins.PluginManager - com.android.tools.idea.smali loaded 5 classes 
2018-08-11 23:22:01,827 [  27619]   INFO - llij.ide.plugins.PluginManager - ByteCodeViewer loaded 2 classes 
2018-08-11 23:22:01,827 [  27619]   INFO - llij.ide.plugins.PluginManager - XSLT-Debugger loaded 2 classes 
2018-08-11 23:22:07,928 [  33720]   INFO - .diagnostic.PerformanceWatcher - Indexable file iteration took 8659ms; general responsiveness: ok; EDT responsiveness: 1/8 sluggish 
2018-08-11 23:22:07,980 [  33772]   INFO - indexing.UnindexedFilesUpdater - Unindexed files update started: 66513 files to update 
2018-08-11 23:22:35,653 [  61445]   INFO - .openapi.util.LowMemoryWatcher - Low memory signal received: afterGc=false 
2018-08-11 23:23:00,238 [  86030]   INFO - penapi.project.DumbServiceImpl - cancel com.intellij.util.indexing.UnindexedFilesUpdater@68568230 
2018-08-11 23:23:00,239 [  86031]   INFO - penapi.project.DumbServiceImpl - cancel initial refresh 
2018-08-11 23:23:00,256 [  86048]   INFO - indexing.UnindexedFilesUpdater - Unindexed files update canceled 
2018-08-11 23:23:02,398 [  88190]   INFO - stubs.SerializationManagerImpl - START StubSerializationManager SHUTDOWN 
2018-08-11 23:23:02,398 [  88190]   INFO - stubs.SerializationManagerImpl - END StubSerializationManager SHUTDOWN 
2018-08-11 23:23:02,399 [  88191]   INFO - il.indexing.FileBasedIndexImpl - START INDEX SHUTDOWN 
2018-08-11 23:23:02,983 [  88775]   INFO - il.indexing.FileBasedIndexImpl - END INDEX SHUTDOWN 
2018-08-11 23:23:02,985 [  88777]   INFO - org.jetbrains.io.BuiltInServer - web server stopped 
2018-08-11 23:23:02,988 [  88780]   INFO - Types.impl.FileTypeManagerImpl - FileTypeManager: 365 auto-detected files
Elapsed time on auto-detect: 175 ms 
2018-08-11 23:23:02,991 [  88783]   INFO - pl.local.NativeFileWatcherImpl - Watcher terminated with exit code 0 
2018-08-11 23:23:02,994 [  88786]   INFO - newvfs.persistent.PersistentFS - VFS dispose started 
2018-08-11 23:23:03,025 [  88817]   INFO - newvfs.persistent.PersistentFS - VFS dispose completed 
2018-08-11 23:23:03,026 [  88818]   INFO - plication.impl.ApplicationImpl - Write action Statistics:
Event number:     148
Total time spent: 2389ms
Average duration: 16ms
Median  duration: 4ms
Max  duration:    1231ms (it was 'write action (class com.intellij.openapi.projectRoots.impl.DefaultJdkConfigurator$$Lambda$282/307768060)') 
2018-08-11 23:23:03,027 [  88819]   INFO - plication.impl.ApplicationImpl - AnAction.update() Statistics:
Event number:     3906
Total time spent: 327ms
Average duration: 0ms
Median  duration: 0ms
Max  duration:    264ms (it was 'Expand Live Template by Tab action update (class com.intellij.codeInsight.template.impl.editorActions.ExpandLiveTemplateByTabAction)') 
2018-08-11 23:23:03,027 [  88819]   INFO - plication.impl.ApplicationImpl - Global instance threads created counter = 9; ProcessIOExecutorService threads: 6 
2018-08-11 23:23:03,029 [  88821]   INFO -        #com.intellij.idea.Main - ------------------------------------------------------ IDE SHUTDOWN ------------------------------------------------------ 
2018-08-11 23:23:03,032 [  88824]   INFO - org.jetbrains.io.BuiltInServer - web server stopped 
